away_school_id,home_school_id,away_school_box_score,home_school_box_score,stadium,location,game_timestamp,tv_coverage,betting_line,betting_over_under,stadium_capacity,attendance,away_win_pct,home_win_pct,game_id
55,2229,"{'1': '21', '2': '3', '3': '3', '4': '14', 'total': '41'}","{'1': '0', '2': '3', '3': '13', '4': '0', 'total': '16'}",Riccardo Silva Stadium,"Miami, FL ",,,,,"Capacity: 20,000","Capacity: 20,000",,,401520347
2638,2534,"{'1': '0', '2': '13', '3': '7', '4': '17', 'total': '37'}","{'1': '7', '2': '14', '3': '6', '4': '7', 'total': '34'}",,"Huntsville, TX ",,,,,"Capacity: 14,000","Capacity: 14,000",,,401520348
183,259,"{'1': '0', '2': '3', '3': '7', '4': '0', 'total': '10'}","{'1': '13', '2': '17', '3': '5', '4': '3', 'total': '38'}",Lane Stadium,"Blacksburg, VA ",,,,,"Capacity: 65,632","Capacity: 65,632",,,401525533
2247,290,"{'1': '7', '2': '0', '3': '14', '4': '6', 'total': '27'}","{'1': '10', '2': '17', '3': '7', '4': '10', 'total': '44'}",,"Statesboro, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531929
2226,2429,"{'1': '7', '2': '14', '3': '10', '4': '7', 'total': '38'}","{'1': '3', '2': '3', '3': '10', '4': '0', 'total': '16'}",Jerry Richardson Stadium,"Charlotte, NC ",,,,,"Capacity: 15,300","Capacity: 15,300",,,401531407
61,57,"{'1': '10', '2': '16', '3': '10', '4': '7', 'total': '43'}","{'1': '7', '2': '0', '3': '0', '4': '13', 'total': '20'}",EverBank Stadium,"Jacksonville, FL ",,,,,"Capacity: 67,858","Capacity: 67,858",,,401520352
194,275,"{'1': '3', '2': '7', '3': '7', '4': '7', 'total': '24'}","{'1': '0', '2': '3', '3': '7', '4': '0', 'total': '10'}",Camp Randall Stadium,"Madison, WI ",,,,,"Capacity: 80,321","Capacity: 80,321",,,401520360
52,154,"{'1': '10', '2': '24', '3': '0', '4': '7', 'total': '41'}","{'1': '0', '2': '7', '3': '9', '4': '0', 'total': '16'}",Allegacy Federal Credit Union Stadium,"Winston-Salem, NC ",,,,,"Capacity: 31,500","Capacity: 31,500",,,401525536
264,24,"{'1': '7', '2': '14', '3': '7', '4': '14', 'total': '42'}","{'1': '0', '2': '13', '3': '13', '4': '7', 'total': '33'}",Stanford Stadium,"Stanford, CA ",,,,,"Capacity: 50,424","Capacity: 50,424",,,401524042
201,2305,"{'1': '0', '2': '21', '3': '6', '4': '6', 'total': '33'}","{'1': '7', '2': '10', '3': '9', '4': '12', 'total': '38'}",David Booth Kansas Memorial Stadium,"Lawrence, KS ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401525874
252,251,"{'1': '0', '2': '3', '3': '3', '4': '0', 'total': '6'}","{'1': '14', '2': '7', '3': '0', '4': '14', 'total': '35'}",DKR-Texas Memorial Stadium,"Austin, TX ",,,,,"Capacity: 100,119","Capacity: 100,119",,,401525877
2483,254,"{'1': '14', '2': '7', '3': '14', '4': '0', 'total': '35'}","{'1': '3', '2': '3', '3': '0', '4': '0', 'total': '6'}",Rice-Eccles Stadium,"Salt Lake City, UT ",,,,,"Capacity: 51,444","Capacity: 51,444",,,401524044
84,213,"{'1': '7', '2': '7', '3': '0', '4': '10', 'total': '24'}","{'1': '7', '2': '10', '3': '7', '4': '9', 'total': '33'}",Beaver Stadium,"University Park, PA ",,,,,"Capacity: 106,572","Capacity: 106,572",,,401520358
204,12,"{'1': '7', '2': '3', '3': '0', '4': '14', 'total': '24'}","{'1': '3', '2': '7', '3': '3', '4': '14', 'total': '27'}",Arizona Stadium,"Tucson, AZ ",,,,,"Capacity: 50,782","Capacity: 50,782",,,401524039
238,145,"{'1': '0', '2': '0', '3': '7', '4': '0', 'total': '7'}","{'1': '13', '2': '13', '3': '0', '4': '7', 'total': '33'}",Vaught-Hemingway Stadium,"Oxford, MS ",,,,,"Capacity: 64,038","Capacity: 64,038",,,401520357
221,87,"{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}","{'1': '7', '2': '10', '3': '27', '4': '14', 'total': '58'}",Notre Dame Stadium,"Notre Dame, IN ",,,,,"Capacity: 80,795","Capacity: 80,795",,,401525440
153,59,"{'1': '14', '2': '14', '3': '7', '4': '7', 'total': '42'}","{'1': '0', '2': '24', '3': '0', '4': '22', 'total': '46'}",Bobby Dodd Stadium,"Atlanta, GA ",,,,,"Capacity: 55,000","Capacity: 55,000",,,401525537
150,97,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '14', '2': '3', '3': '6', '4': '0', 'total': '23'}",Cardinal Stadium,"Louisville, KY ",,,,,"Capacity: 60,000","Capacity: 60,000",,,401525535
2005,36,"{'1': '7', '2': '6', '3': '10', '4': '7', 'total': '30'}","{'1': '0', '2': '13', '3': '0', '4': '0', 'total': '13'}",,"Fort Collins, CO ",,,,,"Capacity: 36,500","Capacity: 36,500",,,401532603
2633,96,"{'1': '10', '2': '13', '3': '3', '4': '7', 'total': '33'}","{'1': '0', '2': '17', '3': '7', '4': '3', 'total': '27'}",Kroger Field,"Lexington, KY ",,,,,"Capacity: 61,000","Capacity: 61,000",,,401520353
2655,242,"{'1': '10', '2': '17', '3': '0', '4': '3', 'total': '30'}","{'1': '7', '2': '0', '3': '14', '4': '7', 'total': '28'}",Rice Stadium,"Houston, TX ",,,,,"Capacity: 47,000","Capacity: 47,000",,,401531373
38,26,"{'1': '6', '2': '0', '3': '3', '4': '7', 'total': '16'}","{'1': '0', '2': '7', '3': '7', '4': '14', 'total': '28'}",Rose Bowl,"Pasadena, CA ",,,,,"Capacity: 88,565","Capacity: 88,565",,,401524043
30,25,"{'1': '17', '2': '0', '3': '12', '4': '21', 'total': '50'}","{'1': '14', '2': '14', '3': '8', '4': '13', 'total': '49'}",California Memorial Stadium,"Berkeley, CA ",,,,,"Capacity: 62,467","Capacity: 62,467",,,401524041
295,256,"{'1': '3', '2': '7', '3': '14', '4': '3', 'total': '27'}","{'1': '7', '2': '7', '3': '16', '4': '0', 'total': '30'}",,"Harrisonburg, VA ",,,,,"Capacity: 24,877","Capacity: 24,877",,,401531900
113,349,"{'1': '13', '2': '0', '3': '8', '4': '0', 'total': '21'}","{'1': '0', '2': '7', '3': '0', '4': '7', 'total': '14'}",Michie Stadium,"West Point, NY ",,,,,"Capacity: 38,000","Capacity: 38,000",,,401520349
41,103,"{'1': '7', '2': '0', '3': '0', '4': '7', 'total': '14'}","{'1': '7', '2': '7', '3': '7', '4': '0', 'total': '21'}","Alumni Stadium (Chestnut Hill, MA)","Chestnut Hill, MA ",,,,,"Capacity: 44,500","Capacity: 44,500",,,401520351
120,77,"{'1': '14', '2': '3', '3': '3', '4': '7', 'total': '27'}","{'1': '14', '2': '10', '3': '3', '4': '6', 'total': '33'}",Ryan Field,"Evanston, IL ",,,,,"Capacity: 47,130","Capacity: 47,130",,,401520356
2579,245,"{'1': '7', '2': '0', '3': '3', '4': '7', 'total': '17'}","{'1': '0', '2': '21', '3': '3', '4': '6', 'total': '30'}",Kyle Field,"College Station, TX ",,,,,"Capacity: 102,733","Capacity: 102,733",,,401520359
248,2306,"{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}","{'1': '7', '2': '21', '3': '7', '4': '6', 'total': '41'}",Bill Snyder Family Stadium,"Manhattan, KS ",,,,,"Capacity: 50,000","Capacity: 50,000",,,401525875
277,2116,"{'1': '10', '2': '7', '3': '7', '4': '17', 'total': '41'}","{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}",FBC Mortgage Stadium,"Orlando, FL ",,,,,"Capacity: 44,206","Capacity: 44,206",,,401525878
202,2567,"{'1': '3', '2': '0', '3': '0', '4': '7', 'total': '10'}","{'1': '28', '2': '24', '3': '14', '4': '3', 'total': '69'}",Gerald J. Ford Stadium,"Dallas, TX ",,,,,"Capacity: 32,000","Capacity: 32,000",,,401531342
2711,2199,"{'1': '14', '2': '7', '3': '4', '4': '20', 'total': '45'}","{'1': '0', '2': '7', '3': '6', '4': '8', 'total': '21'}",Rynearson Stadium,"Ypsilanti, MI ",,,,,"Capacity: 30,200","Capacity: 30,200",,,401532431
228,152,"{'1': '0', '2': '7', '3': '0', '4': '10', 'total': '17'}","{'1': '7', '2': '3', '3': '14', '4': '0', 'total': '24'}",Carter-Finley Stadium,"Raleigh, NC ",,,,,"Capacity: 56,919","Capacity: 56,919",,,401525534
235,249,"{'1': '14', '2': '17', '3': '0', '4': '14', 'total': '45'}","{'1': '7', '2': '3', '3': '11', '4': '21', 'total': '42'}",DATCU Stadium,"Denton, TX ",,,,,"Capacity: 30,850","Capacity: 30,850",,,401531430
344,2,"{'1': '3', '2': '0', '3': '3', '4': '7', 'total': '13'}","{'1': '14', '2': '10', '3': '3', '4': '0', 'total': '27'}",Jordan-Hare Stadium,"Auburn, AL ",,,,,"Capacity: 87,451","Capacity: 87,451",,,401520350
127,135,"{'1': '6', '2': '0', '3': '0', '4': '6', 'total': '12'}","{'1': '0', '2': '10', '3': '0', '4': '17', 'total': '27'}",Huntington Bank Stadium,"Minneapolis, MN ",,,,,"Capacity: 50,850","Capacity: 50,850",,,401520354
2509,158,"{'1': '0', '2': '0', '3': '0', '4': '14', 'total': '14'}","{'1': '0', '2': '14', '3': '7', '4': '10', 'total': '31'}","Memorial Stadium (Lincoln, NE)","Lincoln, NE ",,,,,"Capacity: 85,458","Capacity: 85,458",,,401520355
258,2390,"{'1': '7', '2': '3', '3': '10', '4': '3', 'total': '3'}","{'1': '0', '2': '3', '3': '14', '4': '6', 'total': '6'}",Hard Rock Stadium,"Miami Gardens, FL ",,,,,"Capacity: 64,992","Capacity: 64,992",,,401525538
66,239,"{'1': '7', '2': '10', '3': '10', '4': '3', 'total': '30'}","{'1': '0', '2': '6', '3': '6', '4': '6', 'total': '18'}",McLane Stadium,"Waco, TX ",,,,,"Capacity: 45,140","Capacity: 45,140",,,401525873
151,2636,"{'1': '17', '2': '3', '3': '0', '4': '7', 'total': '27'}","{'1': '14', '2': '17', '3': '3', '4': '7', 'total': '41'}",Alamodome,"San Antonio, TX ",,,,,"Capacity: 36,582","Capacity: 36,582",,,401531398
2572,2026,"{'1': '7', '2': '17', '3': '7', '4': '7', 'total': '38'}","{'1': '7', '2': '7', '3': '14', '4': '20', 'total': '48'}",Kidd Brewer Stadium,"Boone, NC ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531898
193,195,"{'1': '0', '2': '13', '3': '10', '4': '7', 'total': '30'}","{'1': '9', '2': '0', '3': '0', '4': '7', 'total': '16'}",Peden Stadium,"Athens, OH ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401532432
2032,2433,"{'1': '7', '2': '3', '3': '7', '4': '17', 'total': '34'}","{'1': '3', '2': '6', '3': '7', '4': '8', 'total': '24'}",,"Monroe, LA ",,,,,"Capacity: 30,427","Capacity: 30,427",,,401531901
309,6,"{'1': '0', '2': '17', '3': '16', '4': '0', 'total': '33'}","{'1': '0', '2': '0', '3': '14', '4': '6', 'total': '20'}",Hancock Whitney Stadium,"Mobile, AL ",,,,,"Capacity: 25,450","Capacity: 25,450",,,401531902
2751,68,"{'1': '7', '2': '0', '3': '0', '4': '0', 'total': '7'}","{'1': '8', '2': '7', '3': '14', '4': '3', 'total': '32'}",Albertsons Stadium,"Boise, ID ",,,,,"Capacity: 36,387","Capacity: 36,387",,,401532607
276,324,"{'1': '0', '2': '6', '3': '0', '4': '0', 'total': '6'}","{'1': '10', '2': '17', '3': '0', '4': '7', 'total': '34'}",,"Conway, SC ",,,,,"Capacity: 21,000","Capacity: 21,000",,,401531899
2653,326,"{'1': '0', '2': '7', '3': '7', '4': '17', 'total': '31'}","{'1': '7', '2': '3', '3': '3', '4': '0', 'total': '13'}",Bobcat Stadium (TX),"San Marcos, TX ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531903
265,9,"{'1': '7', '2': '14', '3': '3', '4': '3', 'total': '27'}","{'1': '7', '2': '17', '3': '7', '4': '7', 'total': '38'}",Mountain America Stadium,"Tempe, AZ ",,,,,"Capacity: 53,599","Capacity: 53,599",,,401524040
2132,197,"{'1': '7', '2': '0', '3': '0', '4': '6', 'total': '13'}","{'1': '7', '2': '3', '3': '21', '4': '14', 'total': '45'}",Boone Pickens Stadium,"Stillwater, OK ",,,,,"Capacity: 55,509","Capacity: 55,509",,,401525876
167,2440,"{'1': '0', '2': '0', '3': '10', '4': '14', 'total': '24'}","{'1': '3', '2': '21', '3': '3', '4': '7', 'total': '34'}",Mackay Stadium,"Reno, NV ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401532604
2439,278,"{'1': '7', '2': '10', '3': '0', '4': '7', 'total': '24'}","{'1': '7', '2': '0', '3': '24', '4': '0', 'total': '31'}",Bulldog Stadium (CA),"Fresno, CA ",,,,,"Capacity: 40,727","Capacity: 40,727",,,401532606
23,62,"{'1': '7', '2': '14', '3': '7', '4': '7', 'total': '35'}","{'1': '0', '2': '0', '3': '0', '4': '0', 'total': '0'}",,"Honolulu, HI ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401532605
2459,2117,"{'1': '3', '2': '0', '3': '14', '4': '14', 'total': '31'}","{'1': '7', '2': '17', '3': '13', '4': '0', 'total': '37'}",Kelly/Shorts Stadium,"Mount Pleasant, MI ",,,,,"Capacity: 30,255","Capacity: 30,255",,,401532433
2084,2649,"{'1': '7', '2': '0', '3': '6', '4': '0', 'total': '13'}","{'1': '14', '2': '10', '3': '7', '4': '0', 'total': '31'}",Glass Bowl,"Toledo, OH ",,,,,"Capacity: 26,038","Capacity: 26,038",,,401532434
2050,189,"{'1': '0', '2': '7', '3': '7', '4': '7', 'total': '21'}","{'1': '7', '2': '7', '3': '0', '4': '10', 'total': '24'}",Doyt L. Perry Stadium,"Bowling Green, OH ",,,,,"Capacity: 24,000","Capacity: 24,000",,,401532435
2309,2006,"{'1': '6', '2': '14', '3': '7', '4': '0', 'total': '27'}","{'1': '7', '2': '3', '3': '0', '4': '21', 'total': '31'}",InfoCision Stadium,"Akron, OH ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401532436
2628,2641,"{'1': '7', '2': '0', '3': '14', '4': '7', 'total': '28'}","{'1': '7', '2': '13', '3': '8', '4': '7', 'total': '35'}",Jones AT&T Stadium,"Lubbock, TX ",,,,,"Capacity: 60,454","Capacity: 60,454",,,401525879
154,150,"{'1': '7', '2': '7', '3': '7', '4': '0', 'total': '21'}","{'1': '0', '2': '14', '3': '0', '4': '10', 'total': '24'}",Wallace Wade Stadium,"Durham, NC ",,,,,"Capacity: 40,004","Capacity: 40,004",,,401525539
6,2653,"{'1': '7', '2': '0', '3': '0', '4': '3', 'total': '10'}","{'1': '0', '2': '14', '3': '0', '4': '14', 'total': '28'}",Veterans Memorial Stadium (AL),"Troy, AL ",,,,,"Capacity: 30,000","Capacity: 30,000",,,401531904
103,183,"{'1': '3', '2': '7', '3': '0', '4': '7', 'total': '17'}","{'1': '7', '2': '0', '3': '0', '4': '3', 'total': '10'}",JMA Wireless Dome,"Syracuse, NY ",,,,,"Capacity: 49,057","Capacity: 49,057",,,401525540
36,2751,"{'1': '0', '2': '7', '3': '0', '4': '8', 'total': '15'}","{'1': '3', '2': '7', '3': '14', '4': '0', 'total': '24'}",Jonah Field at War Memorial Stadium,"Laramie, WY ",,,,,"Capacity: 29,181","Capacity: 29,181",,,401532609
194,164,"{'1': '7', '2': '0', '3': '14', '4': '14', 'total': '35'}","{'1': '0', '2': '9', '3': '0', '4': '7', 'total': '16'}",SHI Stadium,"Piscataway, NJ ",,,,,"Capacity: 52,454","Capacity: 52,454",,,401520375
142,61,"{'1': '7', '2': '3', '3': '3', '4': '8', 'total': '21'}","{'1': '3', '2': '7', '3': '14', '4': '6', 'total': '30'}",Sanford Stadium,"Athens, GA ",,,,,"Capacity: 92,746","Capacity: 92,746",,,401520364
2509,130,"{'1': '0', '2': '6', '3': '0', '4': '7', 'total': '13'}","{'1': '17', '2': '3', '3': '7', '4': '14', 'total': '41'}",Michigan Stadium,"Ann Arbor, MI ",,,,,"Capacity: 107,601","Capacity: 107,601",,,401520368
52,221,"{'1': '0', '2': '10', '3': '14', '4': '0', 'total': '24'}","{'1': '0', '2': '7', '3': '0', '4': '0', 'total': '7'}",Acrisure Stadium,"Pittsburgh, PA ",,,,,"Capacity: 68,400","Capacity: 68,400",,,401525541
264,30,"{'1': '7', '2': '28', '3': '7', '4': '10', 'total': '52'}","{'1': '14', '2': '14', '3': '14', '4': '0', 'total': '42'}",Los Angeles Memorial Coliseum,"Los Angeles, CA ",,,,,"Capacity: 77,500","Capacity: 77,500",,,401524048
25,2483,"{'1': '10', '2': '3', '3': '6', '4': '0', 'total': '19'}","{'1': '14', '2': '21', '3': '7', '4': '21', 'total': '63'}",Autzen Stadium,"Eugene, OR ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401524047
2306,251,"{'1': '0', '2': '7', '3': '7', '4': '16', 'total': '0'}","{'1': '10', '2': '7', '3': '10', '4': '3', 'total': '3'}",DKR-Texas Memorial Stadium,"Austin, TX ",,,,,"Capacity: 100,119","Capacity: 100,119",,,401525884
99,333,"{'1': '7', '2': '14', '3': '7', '4': '0', 'total': '28'}","{'1': '14', '2': '7', '3': '14', '4': '7', 'total': '42'}",Bryant-Denny Stadium,"Tuscaloosa, AL ",,,,,"Capacity: 100,077","Capacity: 100,077",,,401520362
201,197,"{'1': '7', '2': '7', '3': '7', '4': '3', 'total': '24'}","{'1': '7', '2': '10', '3': '0', '4': '10', 'total': '27'}",Boone Pickens Stadium,"Stillwater, OK ",,,,,"Capacity: 55,509","Capacity: 55,509",,,401525883
245,145,"{'1': '0', '2': '14', '3': '7', '4': '14', 'total': '35'}","{'1': '7', '2': '13', '3': '11', '4': '7', 'total': '38'}",Vaught-Hemingway Stadium,"Oxford, MS ",,,,,"Capacity: 64,038","Capacity: 64,038",,,401520374
213,120,"{'1': '14', '2': '7', '3': '3', '4': '27', 'total': '51'}","{'1': '0', '2': '7', '3': '0', '4': '8', 'total': '15'}",SECU Stadium,"College Park, MD ",,,,,"Capacity: 54,000","Capacity: 54,000",,,401520367
259,97,"{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}","{'1': '7', '2': '7', '3': '13', '4': '7', 'total': '34'}",Cardinal Stadium,"Louisville, KY ",,,,,"Capacity: 60,000","Capacity: 60,000",,,401525543
87,228,"{'1': '3', '2': '6', '3': '14', '4': '0', 'total': '23'}","{'1': '10', '2': '14', '3': '7', '4': '0', 'total': '31'}","Memorial Stadium (Clemson, SC)","Clemson, SC ",,,,,"Capacity: 81,500","Capacity: 81,500",,,401525441
204,38,"{'1': '7', '2': '7', '3': '6', '4': '6', 'total': '26'}","{'1': '0', '2': '3', '3': '2', '4': '14', 'total': '19'}",Folsom Field,"Boulder, CO ",,,,,"Capacity: 50,183","Capacity: 50,183",,,401524046
41,2633,"{'1': '3', '2': '0', '3': '0', '4': '0', 'total': '3'}","{'1': '14', '2': '21', '3': '21', '4': '3', 'total': '59'}",Neyland Stadium,"Knoxville, TN ",,,,,"Capacity: 101,915","Capacity: 101,915",,,401520377
9,254,"{'1': '3', '2': '0', '3': '0', '4': '0', 'total': '3'}","{'1': '14', '2': '10', '3': '10', '4': '21', 'total': '55'}",Rice-Eccles Stadium,"Salt Lake City, UT ",,,,,"Capacity: 51,444","Capacity: 51,444",,,401524049
26,12,"{'1': '0', '2': '7', '3': '3', '4': '0', 'total': '10'}","{'1': '7', '2': '7', '3': '3', '4': '10', 'total': '27'}",Arizona Stadium,"Tucson, AZ ",,,,,"Capacity: 50,782","Capacity: 50,782",,,401524045
2305,66,"{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}","{'1': '0', '2': '3', '3': '8', '4': '10', 'total': '21'}",Jack Trice Stadium,"Ames, IA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401525882
2655,151,"{'1': '0', '2': '10', '3': '0', '4': '3', 'total': '13'}","{'1': '10', '2': '0', '3': '0', '4': '0', 'total': '10'}",Dowdy-Ficklen Stadium,"Greenville, NC ",,,,,"Capacity: 50,000","Capacity: 50,000",,,401531374
349,2005,"{'1': '17', '2': '6', '3': '0', '4': '0', 'total': '23'}","{'1': '0', '2': '3', '3': '0', '4': '0', 'total': '3'}",Empower Field at Mile High,"Denver, CO ",,,,,"Capacity: 76,125","Capacity: 76,125",,,401520361
8,57,"{'1': '14', '2': '3', '3': '3', '4': '13', 'total': '6'}","{'1': '14', '2': '3', '3': '6', '4': '10', 'total': '3'}",Ben Hill Griffin Stadium,"Gainesville, FL ",,,,,"Capacity: 88,548","Capacity: 88,548",,,401520363
275,84,"{'1': '0', '2': '7', '3': '7', '4': '0', 'total': '14'}","{'1': '7', '2': '10', '3': '0', '4': '3', 'total': '20'}","Memorial Stadium (Bloomington, IN)","Bloomington, IN ",,,,,"Capacity: 52,656","Capacity: 52,656",,,401520365
158,127,"{'1': '0', '2': '10', '3': '0', '4': '7', 'total': '17'}","{'1': '3', '2': '7', '3': '3', '4': '7', 'total': '20'}",Spartan Stadium,"East Lansing, MI ",,,,,"Capacity: 75,005","Capacity: 75,005",,,401520369
55,2579,"{'1': '7', '2': '7', '3': '14', '4': '0', 'total': '28'}","{'1': '14', '2': '7', '3': '7', '4': '10', 'total': '38'}",Williams-Brice Stadium,"Columbia, SC ",,,,,"Capacity: 77,559","Capacity: 77,559",,,401520376
2097,153,"{'1': '7', '2': '0', '3': '0', '4': '0', 'total': '7'}","{'1': '7', '2': '21', '3': '17', '4': '14', 'total': '59'}",Kenan Stadium,"Chapel Hill, NC ",,,,,"Capacity: 51,000","Capacity: 51,000",,,401525545
338,2534,"{'1': '14', '2': '7', '3': '0', '4': '0', 'total': '21'}","{'1': '0', '2': '7', '3': '7', '4': '10', 'total': '24'}",,"Huntsville, TX ",,,,,"Capacity: 14,000","Capacity: 14,000",,,401525451
59,258,"{'1': '3', '2': '21', '3': '7', '4': '14', 'total': '45'}","{'1': '7', '2': '3', '3': '0', '4': '7', 'total': '17'}",Scott Stadium,"Charlottesville, VA ",,,,,"Capacity: 61,500","Capacity: 61,500",,,401525542
2426,218,"{'1': '0', '2': '0', '3': '8', '4': '10', 'total': '18'}","{'1': '10', '2': '7', '3': '0', '4': '15', 'total': '32'}",Lincoln Financial Field,"Philadelphia, PA ",,,,,"Capacity: 69,879","Capacity: 69,879",,,401531392
2226,5,"{'1': '0', '2': '14', '3': '14', '4': '14', 'total': '42'}","{'1': '7', '2': '21', '3': '7', '4': '10', 'total': '45'}",Protective Stadium,"Birmingham, AL ",,,,,"Capacity: 47,100","Capacity: 47,100",,,401531383
2636,249,"{'1': '10', '2': '17', '3': '3', '4': '7', 'total': '37'}","{'1': '0', '2': '13', '3': '0', '4': '16', 'total': '29'}",DATCU Stadium,"Denton, TX ",,,,,"Capacity: 30,850","Capacity: 30,850",,,401531399
58,235,"{'1': '7', '2': '21', '3': '14', '4': '8', 'total': '50'}","{'1': '21', '2': '14', '3': '10', '4': '14', 'total': '59'}",Simmons Bank Liberty Stadium,"Memphis, TN ",,,,,"Capacity: 58,325","Capacity: 58,325",,,401531425
309,2032,"{'1': '7', '2': '3', '3': '7', '4': '0', 'total': '17'}","{'1': '14', '2': '6', '3': '7', '4': '10', 'total': '37'}",Centennial Bank Stadium,"Jonesboro, AR ",,,,,"Capacity: 30,406","Capacity: 30,406",,,401531908
356,135,"{'1': '14', '2': '0', '3': '7', '4': '6', 'total': '27'}","{'1': '7', '2': '10', '3': '3', '4': '6', 'total': '26'}",Huntington Bank Stadium,"Minneapolis, MN ",,,,,"Capacity: 50,850","Capacity: 50,850",,,401520370
2294,77,"{'1': '0', '2': '0', '3': '7', '4': '3', 'total': '10'}","{'1': '0', '2': '0', '3': '0', '4': '7', 'total': '7'}",,"Chicago, IL ",,,,,,,,,401520373
2771,113,"{'1': '7', '2': '0', '3': '0', '4': '14', 'total': '21'}","{'1': '7', '2': '7', '3': '3', '4': '14', 'total': '31'}",Warren McGuirk Alumni Stadium,"Amherst, MA ",,,,,"Capacity: 17,000","Capacity: 17,000",,,401520400
248,239,"{'1': '0', '2': '7', '3': '3', '4': '7', 'total': '8'}","{'1': '0', '2': '0', '3': '7', '4': '10', 'total': '7'}",McLane Stadium,"Waco, TX ",,,,,"Capacity: 45,140","Capacity: 45,140",,,401525880
2116,2132,"{'1': '7', '2': '7', '3': '7', '4': '7', 'total': '28'}","{'1': '3', '2': '7', '3': '7', '4': '9', 'total': '26'}",Nippert Stadium,"Cincinnati, OH ",,,,,"Capacity: 38,088","Capacity: 38,088",,,401525881
256,2247,"{'1': '7', '2': '7', '3': '14', '4': '14', 'total': '42'}","{'1': '7', '2': '0', '3': '7', '4': '0', 'total': '14'}",,"Atlanta, GA ",,,,,"Capacity: 25,000","Capacity: 25,000",,,401531906
324,295,"{'1': '0', '2': '6', '3': '7', '4': '15', 'total': '28'}","{'1': '7', '2': '0', '3': '14', '4': '3', 'total': '24'}",S.B. Ballard Stadium,"Norfolk, VA ",,,,,"Capacity: 21,944","Capacity: 21,944",,,401531907
